!!SBtab TableName='Reaction' TableType='Reaction' Document='Model' SBtabVersion='0.9'			
!ID	!ReactionFormula	!Name	!IsReversible
_3mob_c_	3-Methyl-2-oxobutanoate	False	
_3mop_c_	(S)-3-Methyl-2-oxopentanoate	False	
_3ocddec5eACP_c_	3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]	False	
_3ocmrs7eACP_c_	3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]	False	
_3ocpalm9eACP_c_	3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]	False	
_3odcoa_c_	3-Oxodecanoyl-CoA	False	
_3oddcoa_c_	3-Oxododecanoyl-CoA	False	
_3oddecACP_c_	3-Oxododecanoyl-[acyl-carrier protein]	False	
_3odecACP_c_	3-Oxodecanoyl-[acyl-carrier protein]	False	
_3ohcoa_c_	3-Oxohexanoyl-CoA	False	
_3ohexACP_c_	3-Oxohexanoyl-[acyl-carrier protein]	False	
_3omrsACP_c_	3-Oxotetradecanoyl-[acyl-carrier protein]	False	
_3oocoa_c_	3-Oxooctanoyl-CoA	False	
_3ooctACP_c_	3-Oxooctanoyl-[acyl-carrier protein]	False	
_3opalmACP_c_	3-Oxohexadecanoyl-[acyl-carrier protein]	False	
_3ophb_c_	3-Octaprenyl-4-hydroxybenzoate	False	
_3pg_c_	3-Phospho-D-glycerate	False	
_3php_c_	3-Phosphohydroxypyruvate	False	
_3psme_c_	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	False	
_4abz_c_	4-Aminobenzoate	False	
_4adcho_c_	4-amino-4-deoxychorismate	False	
_4ampm_c_	4-Amino-2-methyl-5-phosphomethylpyrimidine	False	
_4c2me_c_	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	False	
_4hba_c_	4-Hydroxy-benzyl alcohol	False	
_4hbz_c_	4-Hydroxybenzoate	False	
_4mop_c_	4-Methyl-2-oxopentanoate	False	
_4mpetz_c_	4-Methyl-5-(2-phosphoethyl)-thiazole	False	
_4pasp_c_	4-Phospho-L-aspartate	False	
_4per_c_	4-Phospho-D-erythronate	False	
_4ppan_c_	D-4'-Phosphopantothenate	False	
_4ppcys_c_	N-((R)-4-Phosphopantothenoyl)-L-cysteine	False	
_4r5au_c_	4-(1-D-Ribitylamino)-5-aminouracil	False	
_5aizc_c_	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	False	
_5aop_c_	5-Amino-4-oxopentanoate	False	
_5aprbu_c_	5-Amino-6-(5'-phosphoribitylamino)uracil	False	
_5apru_c_	5-Amino-6-(5'-phosphoribosylamino)uracil	False	
_5caiz_c_	5-phosphoribosyl-5-carboxyaminoimidazole	False	
_5dglcn_c_	5-Dehydro-D-gluconate	False	
_5drib_c_	5'-deoxyribose	False	
_5mthf_c_	5-Methyltetrahydrofolate	False	
_6hmhpt_c_	6-hydroxymethyl dihydropterin	False	
_6hmhptpp_c_	6-hydroxymethyl-dihydropterin pyrophosphate	False	
_6pgc_c_	6-Phospho-D-gluconate	False	
_6pgl_c_	6-phospho-D-glucono-1,5-lactone	False	
ACP_c_	acyl carrier protein	False	
LalaDgluMdap_c_	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	False	
LalaDgluMdap_p_	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	False	
aacoa_c_	Acetoacetyl-CoA	False	
ac_c_	Acetate	False	
ac_e_	Acetate	True	
ac_p_	Acetate	False	
acald_c_	Acetaldehyde	False	
acald_e_	Acetaldehyde	True	
acald_p_	Acetaldehyde	False	
accoa_c_	Acetyl-CoA	False	
acg5p_c_	N-Acetyl-L-glutamyl 5-phosphate	False	
acg5sa_c_	N-Acetyl-L-glutamate 5-semialdehyde	False	
acgam1p_c_	N-Acetyl-D-glucosamine 1-phosphate	False	
acgam6p_c_	N-Acetyl-D-glucosamine 6-phosphate	False	
acgam_c_	N-Acetyl-D-glucosamine	False	
acglu_c_	N-Acetyl-L-glutamate	False	
acmum6p_c_	N-acetylmuramate 6-phosphate	False	
acolipa_e_	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A	True	
acolipa_p_	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A	False	
acon_C_c_	cis-Aconitate	False	
acorn_c_	N2-Acetyl-L-ornithine	False	
acser_c_	O-Acetyl-L-serine	False	
actACP_c_	Acetoacetyl-ACP	False	
actp_c_	Acetyl phosphate	False	
ade_c_	Adenine	False	
adn_c_	Adenosine	False	
adp_c_	ADP	False	
adpglc_c_	ADPglucose	False	
adphep_DD_c_	ADP-D-glycero-D-manno-heptose	False	
adphep_LD_c_	ADP-L-glycero-D-manno-heptose	False	
adprib_c_	ADPribose	False	
ahcys_c_	S-Adenosyl-L-homocysteine	False	
ahdt_c_	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate	False	
aicar_c_	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	False	
air_c_	5-amino-1-(5-phospho-D-ribosyl)imidazole	False	
akg_c_	2-Oxoglutarate	False	
ala_B_c_	beta-Alanine	False	
ala_D_c_	D-Alanine	False	
ala_D_p_	D-Alanine	False	
ala_L_c_	L-Alanine	False	
alaala_c_	D-Alanyl-D-alanine	False	
alaala_p_	D-Alanyl-D-alanine	False	
alac_S_c_	(S)-2-Acetolactate	False	
amet_c_	S-Adenosyl-L-methionine	False	
amp_c_	AMP	False	
anhgm3p_c_	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide	False	
anhgm3p_p_	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide	False	
anhgm4p_c_	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide	False	
anhgm4p_p_	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide	False	
anhgm_e_	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid	True	
anhgm_p_	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid	False	
anhm3p_c_	1,6-anhydrous-N-Acetylmuramyl-tripeptide	False	
anhm_c_	1,6-anhydrous-N-Acetylmuramate	False	
anth_c_	Anthranilate	False	
aps_c_	Adenosine 5'-phosphosulfate	False	
ara5p_c_	D-Arabinose 5-phosphate	False	
arg_L_c_	L-Arginine	False	
arg_L_e_	L-Arginine	True	
arg_L_p_	L-Arginine	False	
argsuc_c_	N(omega)-(L-Arginino)succinate	False	
asn_L_c_	L-Asparagine	False	
asp_L_c_	L-Aspartate	False	
aspsa_c_	L-Aspartate 4-semialdehyde	False	
atp_c_	ATP	False	
b2coa_c_	Crotonoyl-CoA	False	
btcoa_c_	Butanoyl-CoA	False	
but2eACP_c_	But-2-enoyl-[acyl-carrier protein]	False	
butACP_c_	Butyryl-ACP (n-C4:0ACP)	False	
ca2_c_	Calcium	False	
ca2_e_	Calcium	True	
ca2_p_	Calcium	False	
camp_c_	cAMP	False	
cbasp_c_	N-Carbamoyl-L-aspartate	False	
cbp_c_	Carbamoyl phosphate	False	
cddec5eACP_c_	cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)	False	
cdec3eACP_c_	cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)	False	
cdp_c_	CDP	False	
cdpdhdec9eg_c_	CDP-1,2-dihexadec-9-enoylglycerol	False	
cdpdhdecg_c_	CDP-1,2-dihexadecanoylglycerol	False	
chor_c_	chorismate	False	
cit_c_	Citrate	False	
citr_L_c_	L-Citrulline	False	
ckdo_c_	CMP-3-deoxy-D-manno-octulosonate	False	
cl_c_	Chloride	False	
cl_e_	Chloride	True	
cl_p_	Chloride	False	
cmp_c_	CMP	False	
co2_c_	CO2	False	
co2_e_	CO2	True	
co2_p_	CO2	False	
coa_c_	Coenzyme A	False	
cobalt2_c_	Co2+	False	
cobalt2_e_	Co2+	True	
cobalt2_p_	Co2+	False	
colipa_c_	core oligosaccharide lipid A	False	
colipa_p_	core oligosaccharide lipid A	False	
cpppg3_c_	Coproporphyrinogen III	False	
crn_c_	L-Carnitine	False	
crn_p_	L-Carnitine	False	
csn_c_	Cytosine	False	
ctp_c_	CTP	False	
cu2_c_	Cu2+	False	
cu2_e_	Cu2+	True	
cu2_p_	Cu2+	False	
cys_L_c_	L-Cysteine	False	
cyst_L_c_	L-Cystathionine	False	
cytd_c_	Cytidine	False	
dad_2_c_	Deoxyadenosine	False	
dad_5_c_	5'-Deoxyadenosine	False	
dadp_c_	dADP	False	
damp_c_	dAMP	False	
datp_c_	dATP	False	
db4p_c_	3,4-dihydroxy-2-butanone 4-phosphate	False	
dc2coa_c_	trans-Dec-2-enoyl-CoA	False	
dcaACP_c_	Decanoyl-ACP (n-C10:0ACP)	False	
dcacoa_c_	Decanoyl-CoA (n-C10:0CoA)	False	
dcamp_c_	N6-(1,2-Dicarboxyethyl)-AMP	False	
dcdp_c_	dCDP	False	
dcmp_c_	dCMP	False	
dctp_c_	dCTP	False	
dd2coa_c_	trans-Dodec-2-enoyl-CoA	False	
ddcaACP_c_	Dodecanoyl-ACP (n-C12:0ACP)	False	
ddca_p_	Dodecanoate (n-C12:0)	False	
ddcacoa_c_	Dodecanoyl-CoA (n-C12:0CoA)	False	
dgdp_c_	dGDP	False	
dgmp_c_	dGMP	False	
dgsn_c_	Deoxyguanosine	False	
dgtp_c_	dGTP	False	
dhap_c_	Dihydroxyacetone phosphate	False	
dhf_c_	7,8-Dihydrofolate	False	
dhnpt_c_	Dihydroneopterin	False	
dhor_S_c_	(S)-Dihydroorotate	False	
dhpmp_c_	Dihydroneopterin monophosphate	False	
dhpt_c_	Dihydropteroate	False	
dhptd_c_	4,5-dihydroxy-2,3-pentanedione	False	
dmlz_c_	6,7-Dimethyl-8-(1-D-ribityl)lumazine	False	
dmpp_c_	Dimethylallyl diphosphate	False	
dnad_c_	Deamino-NAD+	False	
dpcoa_c_	Dephospho-CoA	False	
dscl_c_	dihydrosirohydrochlorin	False	
dtdp4d6dg_c_	dTDP-4-dehydro-6-deoxy-D-glucose	False	
dtdp4d6dm_c_	dTDP-4-dehydro-6-deoxy-L-mannose	False	
dtdp_c_	dTDP	False	
dtdpglu_c_	dTDPglucose	False	
dtdprmn_c_	dTDP-L-rhamnose	False	
dtmp_c_	dTMP	False	
dttp_c_	dTTP	False	
dudp_c_	dUDP	False	
dump_c_	dUMP	False	
duri_c_	Deoxyuridine	False	
dxyl5p_c_	1-deoxy-D-xylulose 5-phosphate	False	
e4p_c_	D-Erythrose 4-phosphate	False	
eig3p_c_	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	False	
enter_c_	Enterochelin	False	
enter_e_	Enterochelin	True	
enter_p_	Enterochelin	False	
etoh_c_	Ethanol	False	
etoh_e_	Ethanol	True	
etoh_p_	Ethanol	False	
f6p_c_	D-Fructose 6-phosphate	False	
fad_c_	Flavin adenine dinucleotide oxidized	False	
fadh2_c_	Flavin adenine dinucleotide reduced	False	
fdp_c_	D-Fructose 1,6-bisphosphate	False	
fe2_c_	Fe2+	False	
fe2_e_	Fe2+	True	
fe2_p_	Fe2+	False	
fe3_c_	Fe3+	False	
fe3_e_	Fe3+	True	
fe3_p_	Fe3+	False	
fgam_c_	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	False	
fldox_c_	flavodoxin (oxidized)	False	
fldrd_c_	flavodoxin (reduced)	False	
fmn_c_	FMN	False	
for_c_	Formate	False	
for_e_	Formate	True	
for_p_	Formate	False	
fpram_c_	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	False	
fprica_c_	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	False	
frdp_c_	Farnesyl diphosphate	False	
fru_c_	D-Fructose	False	
fum_c_	Fumarate	False	
g1p_c_	D-Glucose 1-phosphate	False	
g3p_c_	Glyceraldehyde 3-phosphate	False	
g6p_c_	D-Glucose 6-phosphate	False	
gagicolipa_c_	galactosyl-glucosyl-inner core oligosaccharide lipid A	False	
gam1p_c_	D-Glucosamine 1-phosphate	False	
gam6p_c_	D-Glucosamine 6-phosphate	False	
gar_c_	N1-(5-Phospho-D-ribosyl)glycinamide	False	
gcald_c_	Glycolaldehyde	False	
gdp_c_	GDP	False	
ggagicolipa_c_	glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A	False	
gggagicolipa_c_	glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A	False	
gicolipa_c_	glucosyl-inner core oligosaccharide lipid A	False	
glc_D_c_	D-Glucose	False	
glc_D_e_	D-Glucose	True	
glc_D_p_	D-Glucose	False	
glcn_c_	D-Gluconate	False	
glcn_p_	D-Gluconate	False	
gln_L_c_	L-Glutamine	False	
glu1sa_c_	L-Glutamate 1-semialdehyde	False	
glu5p_c_	L-Glutamate 5-phosphate	False	
glu5sa_c_	L-Glutamate 5-semialdehyde	False	
glu_D_c_	D-Glutamate	False	
glu_L_c_	L-Glutamate	False	
glutrna_c_	L-Glutamyl-tRNA(Glu)	False	
glx_c_	Glyoxylate	False	
gly_c_	Glycine	False	
glyc3p_c_	Glycerol 3-phosphate	False	
glyc3p_p_	Glycerol 3-phosphate	False	
glyc_R_c_	(R)-Glycerate	False	
glyclt_c_	Glycolate	False	
glycogen_c_	glycogen	False	
gmhep17bp_c_	D-Glycero-D-manno-heptose 1,7-bisphosphate	False	
gmhep1p_c_	D-Glycero-D-manno-heptose 1-phosphate	False	
gmhep7p_c_	D-Glycero-D-manno-heptose 7-phosphate	False	
gmp_c_	GMP	False	
grdp_c_	Geranyl diphosphate	False	
grxox_c_	glutaredoxin (oxidized)	False	
grxrd_c_	glutaredoxin (reduced)	False	
gsn_c_	Guanosine	False	
gthox_c_	Oxidized glutathione	False	
gthrd_c_	Reduced glutathione	False	
gtp_c_	GTP	False	
gua_c_	Guanine	False	
h2mb4p_c_	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	False	
h2o2_c_	Hydrogen peroxide	False	
h2o_c_	H2O	False	
h2o_e_	H2O	True	
h2o_p_	H2O	False	
h2s_c_	Hydrogen sulfide	False	
h2s_e_	Hydrogen sulfide	True	
h2s_p_	Hydrogen sulfide	False	
h_c_	H+	True	
h_p_	H+	True	
hco3_c_	Bicarbonate	False	
hcys_L_c_	L-Homocysteine	False	
hdeACP_c_	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	False	
hexACP_c_	Hexanoyl-ACP (n-C6:0ACP)	False	
hhlipa_c_	heptosyl-heptosyl-kdo2-lipidA	False	
his_L_c_	L-Histidine	False	
hisp_c_	L-Histidinol phosphate	False	
histd_c_	L-Histidinol	False	
hlipa_c_	heptosyl-kdo2-lipidA	False	
hmbil_c_	Hydroxymethylbilane	False	
hmfurn_c_	4-hydroxy-5-methyl-3(2H)-furanone	False	
hom_L_c_	L-Homoserine	False	
hphhlipa_c_	heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	False	
hpyr_c_	Hydroxypyruvate	False	
hx2coa_c_	trans-Hex-2-enoyl-CoA	False	
hxa_c_	Hexanoate (n-C6:0)	False	
hxcoa_c_	Hexanoyl-CoA (n-C6:0CoA)	False	
iasp_c_	Iminoaspartate	False	
ichor_c_	Isochorismate	False	
icit_c_	Isocitrate	False	
icolipa_c_	inner core oligosaccharide lipid A (E coli)	False	
idon_L_c_	L-Idonate	False	
idon_L_e_	L-Idonate	True	
idon_L_p_	L-Idonate	False	
idp_c_	IDP	False	
ile_L_c_	L-Isoleucine	False	
imacp_c_	3-(Imidazol-4-yl)-2-oxopropyl phosphate	False	
imp_c_	IMP	False	
indole_c_	Indole	False	
ipdp_c_	Isopentenyl diphosphate	False	
itp_c_	ITP	False	
k_c_	potassium	False	
k_e_	potassium	True	
k_p_	potassium	False	
kdo2lipid4L_c_	KDO(2)-lipid IV(A) with laurate	False	
kdo2lipid4_c_	KDO(2)-lipid IV(A)	False	
kdo2lipid4_e_	KDO(2)-lipid IV(A)	True	
kdo2lipid4_p_	KDO(2)-lipid IV(A)	False	
kdo8p_c_	3-Deoxy-D-manno-octulosonate 8-phosphate	False	
kdo_c_	3-Deoxy-D-manno-2-octulosonate	False	
kdolipid4_c_	KDO-lipid IV(A)	False	
kphphhlipa_c_	kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	False	
lac_D_c_	D-Lactate	False	
leu_L_c_	L-Leucine	False	
lipa_c_	KDO(2)-lipid (A)	False	
lipidA_c_	2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate	False	
lipidAds_c_	Lipid A Disaccharide	False	
lipidX_c_	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate	False	
lys_L_c_	L-Lysine	False	
malACP_c_	Malonyl-[acyl-carrier protein]	False	
mal_L_c_	L-Malate	False	
malcoa_c_	Malonyl-CoA	False	
met_L_c_	L-Methionine	False	
methf_c_	5,10-Methenyltetrahydrofolate	False	
mg2_c_	magnesium	False	
mg2_e_	magnesium	True	
mg2_p_	magnesium	False	
micit_c_	methylisocitrate	False	
mlthf_c_	5,10-Methylenetetrahydrofolate	False	
mn2_c_	Mn2+	False	
mn2_e_	Mn2+	True	
mn2_p_	Mn2+	False	
mobd_c_	Molybdate-MoO4	False	
mobd_e_	Molybdate-MoO4	True	
mobd_p_	Molybdate-MoO4	False	
mql8_c_	Menaquinol 8	False	
mqn8_c_	Menaquinone 8	False	
murein4p3p_p_	two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)	False	
murein4p4p_p_	two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)	False	
murein5p3p_p_	two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)	False	
murein5p4p_p_	two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)	False	
murein5p5p_p_	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)	False	
murein5px4p_p_	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)	False	
myrsACP_c_	Myristoyl-ACP (n-C14:0ACP)	False	
na1_c_	Sodium	False	
na1_p_	Sodium	False	
nac_c_	Nicotinate	False	
nad_c_	Nicotinamide adenine dinucleotide	False	
nadh_c_	Nicotinamide adenine dinucleotide - reduced	False	
nadp_c_	Nicotinamide adenine dinucleotide phosphate	False	
nadph_c_	Nicotinamide adenine dinucleotide phosphate - reduced	False	
ncam_c_	Nicotinamide	False	
nh4_c_	Ammonium	False	
nh4_e_	Ammonium	True	
nh4_p_	Ammonium	False	
nicrnt_c_	Nicotinate D-ribonucleotide	False	
o2_c_	O2	False	
o2_e_	O2	True	
o2_p_	O2	False	
oaa_c_	Oxaloacetate	False	
oc2coa_c_	trans-Oct-2-enoyl-CoA	False	
ocACP_c_	Octanoyl-ACP (n-C8:0ACP)	False	
occoa_c_	Octanoyl-CoA (n-C8:0CoA)	False	
octdp_c_	all-trans-Octaprenyl diphosphate	False	
ohpb_c_	2-Oxo-3-hydroxy-4-phosphobutanoate	False	
orn_c_	Ornithine	False	
orot5p_c_	Orotidine 5'-phosphate	False	
orot_c_	Orotate	False	
pa120_c_	1,2-didodecanoyl-sn-glycerol 3-phosphate	False	
pa120_p_	1,2-didodecanoyl-sn-glycerol 3-phosphate	False	
pa160_c_	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	False	
pa161_c_	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	False	
palmACP_c_	Palmitoyl-ACP (n-C16:0ACP)	False	
pan4p_c_	Pantetheine 4'-phosphate	False	
pant_R_c_	(R)-Pantoate	False	
pap_c_	Adenosine 3',5'-bisphosphate	False	
paps_c_	3'-Phosphoadenylyl sulfate	False	
pdx5p_c_	Pyridoxine 5'-phosphate	False	
pe160_c_	phosphatidylethanolamine (dihexadecanoyl, n-C16:0)	False	
pe160_p_	phosphatidylethanolamine (dihexadecanoyl, n-C16:0)	False	
pe161_c_	phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)	False	
pe161_p_	phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)	False	
pep_c_	Phosphoenolpyruvate	False	
phe_L_c_	L-Phenylalanine	False	
pheme_c_	Protoheme	False	
phhlipa_c_	phospho-heptosyl-heptosyl-kdo2-lipidA	False	
phom_c_	O-Phospho-L-homoserine	False	
phphhlipa_c_	phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	False	
phpyr_c_	Phenylpyruvate	False	
phthr_c_	O-Phospho-4-hydroxy-L-threonine	False	
pi_c_	Phosphate	False	
pi_e_	Phosphate	True	
pi_p_	Phosphate	False	
pnto_R_c_	(R)-Pantothenate	False	
ppbng_c_	Porphobilinogen	False	
ppcoa_c_	Propanoyl-CoA	False	
pphn_c_	Prephenate	False	
ppi_c_	Diphosphate	False	
ppp9_c_	Protoporphyrin	False	
pppg9_c_	Protoporphyrinogen IX	False	
pram_c_	5-Phospho-beta-D-ribosylamine	False	
pran_c_	N-(5-Phospho-D-ribosyl)anthranilate	False	
prbamp_c_	1-(5-Phosphoribosyl)-AMP	False	
prbatp_c_	1-(5-Phosphoribosyl)-ATP	False	
prfp_c_	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide	False	
prlp_c_	5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide	False	
pro_L_c_	L-Proline	False	
pro_L_e_	L-Proline	True	
pro_L_p_	L-Proline	False	
prpp_c_	5-Phospho-alpha-D-ribose 1-diphosphate	False	
ps160_c_	phosphatidylserine (dihexadecanoyl, n-C16:0)	False	
ps161_c_	phosphatidylserine (dihexadec-9-enoyl, n-C16:1)	False	
pser_L_c_	O-Phospho-L-serine	False	
pyam5p_c_	Pyridoxamine 5'-phosphate	False	
pydx5p_c_	Pyridoxal 5'-phosphate	False	
pyr_c_	Pyruvate	False	
pyr_e_	Pyruvate	True	
pyr_p_	Pyruvate	False	
q8_c_	Ubiquinone-8	False	
q8h2_c_	Ubiquinol-8	False	
quln_c_	Quinolinate	False	
r1p_c_	alpha-D-Ribose 1-phosphate	False	
r5p_c_	alpha-D-Ribose 5-phosphate	False	
rhcys_c_	S-Ribosyl-L-homocysteine	False	
ribflv_c_	Riboflavin	False	
ru5p_D_c_	D-Ribulose 5-phosphate	False	
s7p_c_	Sedoheptulose 7-phosphate	False	
scl_c_	sirohydrochlorin	False	
ser_L_c_	L-Serine	False	
seramp_c_	L-seryl-AMP	False	
sheme_c_	Siroheme	False	
skm5p_c_	Shikimate 5-phosphate	False	
skm_c_	Shikimate	False	
sl26da_c_	N-Succinyl-LL-2,6-diaminoheptanedioate	False	
sl2a6o_c_	N-Succinyl-2-L-amino-6-oxoheptanedioate	False	
so3_c_	Sulfite	False	
so4_c_	Sulfate	False	
so4_e_	Sulfate	True	
so4_p_	Sulfate	False	
succ_c_	Succinate	False	
succoa_c_	Succinyl-CoA	False	
suchms_c_	O-Succinyl-L-homoserine	False	
t3c5ddeceACP_c_	trans-3-cis-5-dodecenoyl-[acyl-carrier protein]	False	
t3c7mrseACP_c_	trans-3-cis-7-myristoleoyl-[acyl-carrier protein]	False	
t3c9palmeACP_c_	trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]	False	
tddec2eACP_c_	trans-Dodec-2-enoyl-[acyl-carrier protein]	False	
tdeACP_c_	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	False	
tdec2eACP_c_	trans-Dec-2-enoyl-[acyl-carrier protein]	False	
thdp_c_	2,3,4,5-Tetrahydrodipicolinate	False	
thex2eACP_c_	trans-Hex-2-enoyl-[acyl-carrier protein]	False	
thf_c_	5,6,7,8-Tetrahydrofolate	False	
thmmp_c_	Thiamin monophosphate	False	
thmpp_c_	Thiamine diphosphate	False	
thr_L_c_	L-Threonine	False	
tmrs2eACP_c_	trans-Tetradec-2-enoyl-[acyl-carrier protein]	False	
toct2eACP_c_	trans-Oct-2-enoyl-[acyl-carrier protein]	False	
tpalm2eACP_c_	trans-Hexadec-2-enoyl-[acyl-carrier protein]	False	
trdox_c_	Oxidized thioredoxin	False	
trdrd_c_	Reduced thioredoxin	False	
trnaglu_c_	tRNA (Glu)	False	
trp_L_c_	L-Tryptophan	False	
tyr_L_c_	L-Tyrosine	False	
u23ga_c_	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	False	
u3aga_c_	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	False	
u3hga_c_	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	False	
uLa4fn_c_	undecaprenyl phosphate-4-amino-4-formyl-L-arabinose	False	
uLa4n_c_	undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose	False	
uLa4n_p_	undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose	False	
uaagmda_c_	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala	False	
uaccg_c_	UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine	False	
uacgam_c_	UDP-N-acetyl-D-glucosamine	False	
uagmda_c_	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	False	
uama_c_	UDP-N-acetylmuramoyl-L-alanine	False	
uamag_c_	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	False	
uamr_c_	UDP-N-acetylmuramate	False	
udcpdp_c_	Undecaprenyl diphosphate	False	
udcpp_c_	Undecaprenyl phosphate	False	
udcpp_p_	Undecaprenyl phosphate	False	
udpLa4fn_c_	uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose	False	
udpLa4n_c_	uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose	False	
udpLa4o_c_	UDP-4-keto-pyranose	False	
udp_c_	UDP	False	
udpg_c_	UDPglucose	False	
udpglcur_c_	UDP-D-glucuronate	False	
ugmd_c_	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	False	
ugmda_c_	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	False	
ump_c_	UMP	False	
uppg3_c_	Uroporphyrinogen III	False	
ura_c_	Uracil	False	
uri_c_	Uridine	False	
utp_c_	UTP	False	
val_L_c_	L-Valine	False	
xmp_c_	Xanthosine 5'-phosphate	False	
xu5p_D_c_	D-Xylulose 5-phosphate	False	
zn2_c_	Zinc	False	
zn2_e_	Zinc	True	
zn2_p_	Zinc	False	
